610982,4081977,3470995
638907,4117870,3478963
605580,216691,-388889
217697,4097517,3879820
56944,3832699,3775755
112188,3929735,3817547
56766,3845915,3789149
110583,3906732,3796149
145780,3986554,3840774
165050,4041267,3876217
201007,4055918,3854911
608547,4097169,3488622
228277,4113855,3885578
228972,4151680,3922708
228009,4107192,3879183
189108,4103527,3914419
616363,4095693,3479330
226557,227282,725
226324,4082607,3856283
609931,4102748,3492817
184673,4092182,3907509
227969,227666,-303
654278,4140644,3486366
226701,227439,738
650389,4144462,3494073
56689,92219,35530
107804,128308,20504
147489,3969942,3822453
165761,182783,17022
56717,3848860,3792143
522796,3912553,3389757
56808,3832777,3775969
111293,3929957,3818664
549586,163202,-386384
163576,3992232,3828656
201285,4055739,3854454
689458,226034,-463424
228082,4104814,3876732
660549,4142508,3481959
654227,4061585,3407358
226522,4095217,3868695
228367,227614,-753
226406,4122452,3896046
228975,4147044,3918069
633535,4120895,3487360
226343,4095926,3869583
187454,4102844,3915390
228136,4109151,3881015
656344,4151104,3494760
226549,4084572,3858023
227948,4143502,3915554
185566,4055087,3869521
173172,4080339,3907167
699167,4223317,3524150
229129,227507,-1622
227995,4151105,3923110
228748,4112858,3884110
619235,4115713,3496478
181012,181286,274
617434,4094418,3476984
228015,4139843,3911828
615370,4080040,3464670
228558,4110513,3881955
659051,4093574,3434523
228288,4097865,3869577
650780,4136209,3485429
614465,4101447,3486982
648628,4133226,3484598
609895,4091323,3481428
612616,4093290,3480674
224027,4129820,3905793
56764,3831808,3775044
518634,128255,-390379
147251,3994640,3847389
164904,4012387,3847483
199160,4035128,3835968
609877,4062019,3452142
224097,4105655,3881558
224428,4147480,3923052
226677,4104895,3878218
226372,4145503,3919131
226525,4109929,3883404
227960,4172492,3944532
227909,175021,-52888
228514,227717,-797
227896,4124715,3896819
228176,4104984,3876808
228136,4152223,3924087
228472,4141094,3912622
227966,4109571,3881605
192158,4109431,3917273
653523,4149861,3496338
228655,4142867,3914212
56769,3830999,3774230
517873,3909307,3391434
145531,164311,18780
165635,181316,15681
593476,194237,-399239
609541,4079417,3469876
618628,4105778,3487150
228522,4155570,3927048
628995,4100449,3471454
648572,4141626,3493054
228064,4096948,3868884
56782,89686,32904
110822,3910065,3799243
146832,4003838,3857006
165214,4040560,3875346
201377,198941,-2436
607973,4093396,3485423
617924,4107627,3489703
228581,4145741,3917160
228233,4146847,3918614
619664,4117089,3497425
617250,4092378,3475128
228362,4155356,3926994
614602,4108336,3493734
608364,4087231,3478867
228351,4148393,3920042
228136,4108259,3880123
655939,227518,-428421
227970,4098407,3870437
228850,226186,-2664
228606,4143350,3914744
611035,4094786,3483751
619245,227766,-391479
226059,4084304,3858245
226186,4140869,3914683
227722,4113365,3885643
657280,4153128,3495848
655559,4093475,3437916
228058,4101391,3873333
664478,4167597,3503119
228806,4114831,3886025
226591,4138118,3911527
226186,4085877,3859691
616928,4103152,3486224
228189,4156144,3927955
228768,4107084,3878316
228468,4122261,3893793
229104,4117664,3888560
228222,225969,-2253
175703,4050002,3874299
228047,4106274,3878227
228105,4147481,3919376
227959,4103280,3875321
654272,4140131,3485859
175975,208856,32881
228534,4116453,3887919
226710,4143178,3916468
613621,4155032,3541411
700220,227378,-472842
679475,4189060,3509585
229236,4159528,3930292
663896,4129841,3465945
613764,4093787,3480023
228729,4150454,3921725
653262,4181187,3527925
226294,4141107,3914813
645989,4140246,3494257
229053,4106134,3877081
596554,180751,-415803
616203,4106283,3490080
655207,4146019,3490812
616628,3982307,3365679
227954,4147673,3919719
656492,4144400,3487908
56648,91727,35079
110876,3911676,3800800
474626,3832254,3357628
548580,3948446,3399866
147364,164453,17089
591950,4028105,3436155
477840,3831480,3353640
513983,3904132,3390149
56771,3841469,3784698
102615,3896297,3793682
544167,3985686,3441519
163507,3994649,3831142
611129,4070598,3459469
218942,4088571,3869629
654481,4156722,3502241
226649,4077360,3850711
616716,4102628,3485912
228213,4116048,3887835
228718,4111410,3882692
204482,4130277,3925795
226314,4091752,3865438
654319,4140238,3485919
227893,4114843,3886950
652133,4136590,3484457
228678,194671,-34007
200950,4070836,3869886
224472,4148274,3923802
618522,4099178,3480656
226423,4144276,3917853
228920,4114910,3885990
226249,228078,1829
228245,4162163,3933918
224437,221595,-2842
224280,4144693,3920413
224391,4108833,3884442
223501,221310,-2191
614332,4089464,3475132
606558,4087816,3481258
223949,4139504,3915555
610631,4084164,3473533
222016,4132782,3910766
223586,222923,-663
223544,4136646,3913102
610592,223050,-387542
223336,222876,-460
224356,222934,-1422
223642,4104478,3880836
223683,4118340,3894657
599245,221602,-377643
224032,4109078,3885046
228281,4132958,3904677
631907,4121836,3489929
619478,4068596,3449118
620969,4105426,3484457
226488,227623,1135
614534,4100120,3485586
611431,227203,-384228
191212,205579,14367
228231,4099978,3871747
653933,4145409,3491476
226453,4073700,3847247
